Woonplaats code,Plaats,Plaatsnaam lengte,Postcode,Gemeente,Provincie
,Gerwen,6,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,Geulhem,7,6325–6325,Valkenburg aan de Geul,Limburg
,Gever,5,5076–5076,Haaren,Noord-Brabant
,Geverik,7,6191–6191,Beek,Limburg
,Gewande,7,5236–5236,'s-Hertogenbosch,Noord-Brabant
,Gieltjesdorp,12,3628–3628,Stichtse Vecht,Utrecht
,Giersbergen,11,5151–5151,Heusden,Noord-Brabant
,Giessen-Oudekerk,16,3381–3381,Molenlanden,Zuid-Holland
,Giessendam,10,3371–3371,Hardinxveld-Giessendam,Zuid-Holland
,Gietelo,7,7383–7383,Voorst,Gelderland
,Gieterzandvoort,15,9461–9461,Aa en Hunze,Drenthe
,Gijbeland,9,2974–2974,Molenlanden,Zuid-Holland
,Gijsselte,9,7963–7963,De Wolden,Drenthe
,Gijzel,6,5268–5268,Haaren,Noord-Brabant
,Gijzenrooi,10,5661–5661,Geldrop-Mierlo,Noord-Brabant
,Ginderdoor,10,4861–4861,Alphen-Chaam,Noord-Brabant
,Ginderdoor,10,5738–5738,Laarbeek,Noord-Brabant
,De Ginkel,9,6718–6718,Ede,Gelderland
,Glane-Beekhoek,14,7585–7585,Losser,Overijssel
,Glanerbrug,10,7532–7534,Enschede,Overijssel
,Goidschalxoord,14,3274–3274,Hoeksche Waard,Zuid-Holland
,Goilberdingen,13,4106–4106,Culemborg,Gelderland
,Goldhoorn,9,9684–9684,Oldambt,Groningen
,Gooium,6,8751–8751,Súdwest-Fryslân,Fryslân
,Goor,4,5731–5731,Geldrop-Mierlo,Noord-Brabant
,Het Goordonk,12,5111–5111,Baarle-Nassau,Noord-Brabant
,Gorpeind,8,5111–5111,Baarle-Nassau,Noord-Brabant
,Gortel,6,8166–8172,Epe,Gelderland
,Gouden Ploeg,12,7691–7691,Hardenberg,Overijssel
,Goudseweg,9,2821–2821,Krimpenerwaard,Zuid-Holland
,Graaf,5,3411–3411,Lopik,Utrecht
,Graafland,9,2964–2964,Molenlanden,Zuid-Holland
,Gracht,6,6281–6281,Gulpen-Wittem,Limburg
,"Gracht /De Gracht",18,8485–8485,Weststellingwerf,Fryslân
,Gracht Burggraaf,16,6271–6271,Gulpen-Wittem,Limburg
,Graetheide,10,6121–6121,Sittard-Geleen,Limburg
,Grafwegen,9,6562–6562,Berg en Dal,Gelderland
,Graspeel,8,5411–5411,Landerd,Noord-Brabant
,Graswijk,8,9405–9405,Assen,Drenthe
,Graszode,8,4456–4456,Borsele,Zeeland
,Grauwe Kat,10,8822–8822,Súdwest-Fryslân,Fryslân
,'s-Gravenmoerse Vaart,21,5109–5109,Dongen,Noord-Brabant
,'s-Gravenweg,12,2911–2911,Zuidplas,Zuid-Holland
,Grazen,6,4861–4861,Alphen-Chaam,Noord-Brabant
,Greffeling,10,6626–6626,West Maas en Waal,Gelderland
,Greffelkamp,11,6941–6941,Montferland,Gelderland
,Greup,5,3271–3273,Hoeksche Waard,Zuid-Holland
,Greup,5,3261–3261,Hoeksche Waard,Zuid-Holland
,Grevenberg,10,7861–7861,Coevorden,Drenthe
,Griete,6,4543–4543,Terneuzen,Zeeland
,Grijssloot,10,9965–9965,Het Hogeland,Groningen
,Grijzegrubben,13,6361–6361,Beekdaelen,Limburg
,De Grits,8,8732–8732,Súdwest-Fryslân,Fryslân
,De Groe,7,4481–4481,Goes,Zeeland
,Groenendaal,11,7371–7371,Apeldoorn,Gelderland
,Groenendijk,11,2394–2394,Alphen aan den Rijn,Zuid-Holland
,Groenendijk,11,4587–4587,Hulst,Zeeland
,Groenendijk,11,4909–4909,Oosterhout,Noord-Brabant
,Groeneweg,9,2761–2761,Zuidplas,Zuid-Holland
,Groenewoud,10,5735–5735,Laarbeek,Noord-Brabant
,Groenlanden,11,6576–6576,Berg en Dal,Gelderland
,Groenlandsekade,15,3645–3645,De Ronde Venen,Utrecht
,Groenstraat,11,5085–5085,Hilvarenbeek,Noord-Brabant
,Groenveld,9,1744–1744,Schagen,Noord-Holland
,De Groep,8,3959–3927,Utrechtse Heuvelrug,Utrecht
,Groeze,6,5986–5986,Peel en Maas,Limburg
,Groot Agelo,11,7636–7636,Dinkelland,Overijssel
,Groot Bruggen,13,5752–5752,Deurne,Noord-Brabant
,Groot Deunk,11,7122–7122,Aalten,Gelderland
,Groot Genhout,13,6191–6191,Beek,Limburg
,Groot Haasdal (?),17,6333–6333,Beekdaelen,Limburg
,Groot Hitland,13,2911–2911,Zuidplas,Zuid-Holland
,Groot Loo,9,5081–5081,Hilvarenbeek,Noord-Brabant
,Groot Maarslag,14,9961–9961,Het Hogeland,Groningen
,"Groot Medhuizen
(Midhuizen ?) /Grut Midhuzen",45,9131–9131,Noardeast-Fryslân,Fryslân
,Groot Wetsinge,14,9773–9773,Het Hogeland,Groningen
,Groot(-)Dochteren,17,7245–7245,Lochem,Gelderland
,Groot-Abeele,12,4388–4388,Vlissingen,Zeeland
,Groot-Bedaf,11,5111–5111,Baarle-Nassau,Noord-Brabant
,Groot-Oever,11,7707–7707,Hardenberg,Overijssel
,Groot-Valkenisse,16,4373–4373,Veere,Zeeland
,Groot-Welsden,13,6269–6269,Eijsden-Margraten,Limburg
,Groote Bottel,13,5753–5753,Deurne,Noord-Brabant
,Groote Hoeven,13,5712–5712,Someren,Noord-Brabant
,Groote Horst,12,5853–5853,Bergen,Limburg
,Groote Keeten,13,1759–1759,Schagen,Noord-Holland
,Grootwijngaarden,16,8405–8405,Opsterland,Fryslân
,Grote Voort,11,5081–5081,Hilvarenbeek,Noord-Brabant
,Grote Wiske,11,8723–8723,Súdwest-Fryslân,Fryslân
,Grotel,6,5761–5761,Gemert-Bakel,Noord-Brabant
,Gun,3,5866–5866,Horst aan de Maas,Limburg
,"Gytsjerksterhoeke /Giekerkerhoek",33,9061–9061,Tytsjerksteradiel,Fryslân
,Den Haag,8,2491–2597,Den Haag,Zuid-Holland
,Haag,4,5815–5815,Venray,Limburg
,Haagje,6,3971–3971,Utrechtse Heuvelrug,Utrecht
,Haakswold,9,7961–7961,De Wolden,Drenthe
,Haalweide,9,7957–7957,De Wolden,Drenthe
,Haamstede,9,4328–4328,Schouwen-Duiveland,Zeeland
,De Haandrik,11,7779–7779,Hardenberg,Overijssel
,'t Haantje,10,7775–7775,Hardenberg,Overijssel
,'t Haantje,10,9057–9057,Leeuwarden,Fryslân
,'t Haantje,10,2288–2288,Rijswijk,Zuid-Holland
,'t Haantje,10,4756–4756,Steenbergen,Noord-Brabant
,Haanwijk,8,5271–5271,Sint-Michielsgestel,Noord-Brabant
,De Haar,7,9405–9405,Assen,Drenthe
,De Haar,7,7261–7261,Berkelland,Gelderland
,De Haar,7,7755–7755,Coevorden,Drenthe
,De Haar,7,7707–7707,Hardenberg,Overijssel
,De Haar,7,7936–7936,Hoogeveen,Drenthe
,De Haar,7,9363–9363,Westerkwartier,Groningen
,Ter Haar,8,9561–9561,Westerwolde,Groningen
,Haart,5,7121–7121,Aalten,Gelderland
,Haart,5,5835–5835,Boxmeer,Noord-Brabant
,Haasdal (?),11,6333–6333,Beekdaelen,Limburg
,Haelensche Broek,16,6081–6081,Leudal,Limburg
,De Haere,8,7345–7345,Apeldoorn,Gelderland
,Haerst,6,8035–8035,Zwolle,Overijssel
,Haiink,6,4708–4708,Roosendaal,Noord-Brabant
,Hal,3,5296–5296,Haaren,Noord-Brabant
,Halder,6,5271–5271,Sint-Michielsgestel,Noord-Brabant
,Halfeind,8,4567–4567,Hulst,Zeeland
,Halfmijl,8,5507–5507,Eersel,Noord-Brabant
,Halfweg,7,9852–9852,Noardeast-Fryslân,Fryslân
,Halfweg,7,2161–2191,Lisse,Zuid-Holland
,Halfweg,7,2161–2191,Noordwijk,Zuid-Holland
,Halfweg,7,7951–7951,Staphorst,Overijssel
,Halle-Heide,11,7025–7025,Bronckhorst,Gelderland
,Halle-Nijman,12,7025–7025,Bronckhorst,Gelderland
,Halle-Nijman,12,7004–7004,Doetinchem,Gelderland
,Hallerhoek,10,7683–7683,Twenterand,Overijssel
,"Hallumerhoeke /Hallumerhoek",28,9074–9074,Noardeast-Fryslân,Fryslân
,Halte,5,5753–5753,Deurne,Noord-Brabant
,Halvinkhuizen,13,3882–3882,Putten,Gelderland
,Den Ham,7,9695–9695,Westerwolde,Groningen
,Ham,3,5446–5446,Sint Anthonis,Noord-Brabant
,Ham,3,5469–5469,Meierijstad,Noord-Brabant
,Hamdijk,7,9693–9693,Oldambt,Groningen
,Hamingen,8,7951–7951,Staphorst,Overijssel
,Hammelsberg,11,6611–6611,Heumen,Gelderland
,Hamrik,6,9363–9363,Westerkwartier,Groningen
,"Hamshorn /Hamsherne",20,9281–9281,Achtkarspelen,Fryslân
,Haneburen,9,8408–8408,Opsterland,Fryslân
,Hanenberg,9,5753–5753,Deurne,Noord-Brabant
,Hanendorp,9,8166–8166,Epe,Gelderland
,Hank,4,5446–5446,Sint Anthonis,Noord-Brabant
,Hankate,7,7447–7447,Hellendoorn,Overijssel
,"Hantumerhoek /Hantumerhoeke",28,9144–9144,Noardeast-Fryslân,Fryslân
,Harculo,7,8015–8015,Zwolle,Overijssel
,Hardeweer,9,9891–9891,Westerkwartier,Groningen
,"Harendermolen /Harenermolen (?)",32,9751–9751,Groningen,Groningen
,"Harich Westerend /Westerein Harich",35,8571–8571,De Fryske Marren,Fryslân
,Haring,6,5443–5443,Cuijk,Noord-Brabant
,Harkezijl,9,8748–8748,Súdwest-Fryslân,Fryslân
,Harkstede,9,9614–9614,Groningen,Groningen
,Harles,6,6294–6294,Vaals,Limburg
,Harmelerwaard,13,3481–3481,Woerden,Utrecht
,Harmöle,7,7481–7481,Haaksbergen,Overijssel
,Harpel,6,9541–9541,Westerwolde,Groningen
,Harselaar,9,3771–3771,Barneveld,Gelderland
,Harssens,8,9774–9774,Het Hogeland,Groningen
,Hasjesstraat,12,4542–4542,Terneuzen,Zeeland
,(De) Haspel,11,9354–9354,Westerkwartier,Groningen
,(De) Haspel,11,9354–9354,Westerkwartier,Groningen
,Haspel,6,3906–3906,Utrechtse Heuvelrug,Utrecht
,Hasselt,7,5941–5941,Venlo,Limburg
,Hasselterheide,14,5941–5941,Venlo,Limburg
,Hattelaar,9,4061–4061,West Betuwe,Gelderland
,Ten Have,8,7983–7983,Westerveld,Drenthe
,Havelt,6,5463–5463,Meierijstad,Noord-Brabant
,Havenhoofd,10,3252–3252,Goeree-Overflakkee,Zuid-Holland
,Hayum,5,8747–8747,Súdwest-Fryslân,Fryslân
,Hazelaar,8,4726–4726,Roosendaal,Noord-Brabant
,Hazelberg,9,5473–5473,Bernheze,Noord-Brabant
,Hazeldonk,9,4891–4891,Zundert,Noord-Brabant
,'t Hazeleger,12,6874–6874,Renkum,Gelderland
,Hazenhurk,9,5591–5591,Heeze-Leende,Noord-Brabant
,Hazennest,9,5012–5012,Tilburg,Noord-Brabant
,Hebrecht,8,9566–9566,Westerwolde,Groningen
,Hedel,5,5688–5688,Oirschot,Noord-Brabant
,'t Heechhout,12,8842–8842,Waadhoeke,Fryslân
,Heegherhoek,11,7251–7251,Bronckhorst,Gelderland
,Heek,4,6301–6301,Valkenburg aan de Geul,Limburg
,Heelweg-Oost,12,7055–7055,Oude IJsselstreek,Gelderland
,Heelweg-West,12,7055–7055,Oude IJsselstreek,Gelderland
,Heemstede,9,3992–3992,Houten,Utrecht
,Heensche Molen,14,4655–4681,Steenbergen,Noord-Brabant
,Heenweg,7,2691–2691,Westland,Zuid-Holland
,Heereburen,10,9884–9884,Westerkwartier,Groningen
,Heereind,8,5741–5741,Laarbeek,Noord-Brabant
,Heerendonk,10,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,Heers,5,5504–5504,Veldhoven,Noord-Brabant
,Heerstaaien,11,4856–4856,Alphen-Chaam,Noord-Brabant
,Heerstraat,10,6307–6307,Eijsden-Margraten,Limburg
,De Hees,7,5521–5521,Eersel,Noord-Brabant
,De Hees,7,5975–5975,Horst aan de Maas,Limburg
,Hees,4,7963–7963,De Wolden,Drenthe
,Heesakker,9,5076–5076,Haaren,Noord-Brabant
,Heesboom,8,5111–5111,Baarle-Nassau,Noord-Brabant
,Heeseind,8,5392–5392,'s-Hertogenbosch,Noord-Brabant
,'t Heeske,9,5993–5993,Peel en Maas,Limburg
,Heeswijk,8,5473–5473,Bernheze,Noord-Brabant
,Heeswijk,8,3417–3417,Montfoort,Utrecht
,Heetveld,8,8326–8326,Steenwijkerland,Overijssel
,Heezerenbosch,13,5591–5591,Heeze-Leende,Noord-Brabant
,Hefswal,7,9982–9982,Het Hogeland,Groningen
,Hegge,5,8171–8171,Epe,Gelderland
,Hegge,5,6365–6365,Beekdaelen,Limburg
,Hei,3,5995–5995,Peel en Maas,Limburg
,Hei,3,5991–5991,Peel en Maas,Limburg
,Hei,3,6039–6039,Weert,Limburg
,Hei-Oostenrijk,14,5961–5961,Horst aan de Maas,Limburg
,Heiakker,8,6096–6096,Leudal,Limburg
,De Heiberg,10,4721–4721,Rucphen,Noord-Brabant
,De Heide,8,5871–5871,Horst aan de Maas,Limburg
,Heide,5,8521–8521,De Fryske Marren,Fryslân
,Heide,5,6114–6114,Echt-Susteren,Limburg
,Heide,5,6085–6085,Leudal,Limburg
,Heide,5,6093–6093,Leudal,Limburg
,Heide,5,6088–6088,Leudal,Limburg
,Heide,5,6942–6942,Montferland,Gelderland
,Heide,5,6071–6071,Roermond,Limburg
,Heide (?),9,6611–6611,Heumen,Gelderland
,Heidehuizen,11,9241–9241,Opsterland,Fryslân
,Heidekant,9,7031–7031,Doetinchem,Gelderland
,Heidenhoek,10,7021–7021,Bronckhorst,Gelderland
,Heiderschoor,12,5731–5731,Geldrop-Mierlo,Noord-Brabant
,Heidveld,8,5761–5761,Gemert-Bakel,Noord-Brabant
,Heieind,7,5528–5528,Bladel,Noord-Brabant
,Heieind,7,5753–5753,Deurne,Noord-Brabant
,Heieind,7,5715–5715,Someren,Noord-Brabant
,Heiereind,9,5561–5561,Bergeijk,Noord-Brabant
,Heierhoeve,10,5928–5928,Venlo,Limburg
,Heihoefke,9,4625–4625,Bergen op Zoom,Noord-Brabant
,Heihoek,7,5438–5438,Grave,Noord-Brabant
,Heijbeek,8,4709–4709,Roosendaal,Noord-Brabant
,Heikant,7,4861–4861,Alphen-Chaam,Noord-Brabant
,Heikant,7,5111–5111,Baarle-Nassau,Noord-Brabant
,Heikant,7,5113–5113,Baarle-Nassau,Noord-Brabant
,Heikant,7,5528–5528,Bladel,Noord-Brabant
,Heikant,7,5836–5836,Boxmeer,Noord-Brabant
,Heikant,7,5836–5836,Boxmeer,Noord-Brabant
,Heikant,7,5825–5825,Boxmeer,Noord-Brabant
,Heikant,7,6021–6021,Cranendonck,Noord-Brabant
,Heikant,7,5087–5087,Hilvarenbeek,Noord-Brabant
,Heikant,7,5735–5735,Laarbeek,Noord-Brabant
,Heikant,7,6587–6587,Mook en Middelaar,Limburg
,Heikant,7,5066–5066,Oisterwijk,Noord-Brabant
,Heikant,7,4909–4909,Oosterhout,Noord-Brabant
,Heikant,7,5096–5096,Reusel-De Mierden,Noord-Brabant
,Heikant,7,5841–5841,Sint Anthonis,Noord-Brabant
,Heikant,7,5712–5712,Someren,Noord-Brabant
,Heikant,7,5032–5032,Tilburg,Noord-Brabant
,Heikant,7,5056–5056,Tilburg,Noord-Brabant
,Heikant,7,5408–5408,Uden,Noord-Brabant
,Heikant,7,5581–5581,Waalre,Noord-Brabant
,Heikantse Hoeve,15,5258–5258,Sint-Michielsgestel,Noord-Brabant
,Het Heike,9,5512–5512,Eersel,Noord-Brabant
,Heiligeboom,11,5066–5066,Oisterwijk,Noord-Brabant
,Heille,6,4524–4524,Sluis,Zeeland
,Heimolen,8,4625–4625,Bergen op Zoom,Noord-Brabant
,Heimolen,8,5753–5753,Deurne,Noord-Brabant
,Heineburen,10,9354–9354,Westerkwartier,Groningen
,Heioord,7,6015–6015,Leudal,Limburg
,Heische Wal,11,5473–5473,Bernheze,Noord-Brabant
,Heisterbrug,11,6155–6155,Beekdaelen,Limburg
,Heistraat,9,5657–5657,Eindhoven,Noord-Brabant
,Heistraat,9,4909–4909,Oosterhout,Noord-Brabant
,Heitrak,7,5758–5758,Deurne,Noord-Brabant
,Heiveld,7,6603–6603,Wijchen,Gelderland
,Hekkum,6,9774–9774,Het Hogeland,Groningen
,De Hel,6,8724–8724,Súdwest-Fryslân,Fryslân
,Helbroek,8,5835–5835,Boxmeer,Noord-Brabant
,Heldensedijk,12,5768–5768,Peel en Maas,Limburg
,Helhoek,7,6923–6923,Duiven,Gelderland
,Helhoek,7,3235–3235,Westvoorne,Zuid-Holland
,Helhuizen,9,7451–7451,Rijssen-Holten,Overijssel
,Helkant,7,4927–4927,Drimmelen,Noord-Brabant
,Hell,4,3882–3882,Putten,Gelderland
,Helle,5,6281–6281,Gulpen-Wittem,Limburg
,Helle,5,6361–6361,Beekdaelen,Limburg
,Hellebroek,10,6363–6363,Beekdaelen,Limburg
,Hellegat,8,4891–4891,Zundert,Noord-Brabant
,Helleneind,10,5531–5531,Bladel,Noord-Brabant
,Helling,7,5861–5861,Venray,Limburg
,Helsdingen,10,4133–4133,Vijfheerenlanden,Utrecht
,Helwerd,7,9998–9998,Het Hogeland,Groningen
,Helwijk,7,4797–4797,Moerdijk,Noord-Brabant
,De Hem,6,2861–2861,Krimpenerwaard,Zuid-Holland
,De Hem,6,2871–2871,Krimpenerwaard,Zuid-Holland
,"De Hem /De Him",15,9023–9023,Leeuwarden,Fryslân
,Hemert,6,9794–9794,Groningen,Groningen
,"Hemrikerverlaat /Himrikerfallaat",33,8409–8409,Opsterland,Fryslân
,Hengeland,9,5851–5851,Bergen,Limburg
,Hengelo,7,7255–7255,Bronckhorst,Gelderland
,Hengforden,10,8121–8121,Olst-Wijhe,Overijssel
,Hengstheuvel,12,5406–5406,Uden,Noord-Brabant
,Herfte,6,8026–8026,Zwolle,Overijssel
,Herike,6,7475–7475,Hof van Twente,Overijssel
,Op den Hering,13,6451–6451,Beekdaelen,Limburg
,Herkenrade,10,6265–6265,Eijsden-Margraten,Limburg
,Hermalen,8,5481–5481,Meierijstad,Noord-Brabant
,Hersel,6,5715–5715,Someren,Noord-Brabant
,'t Herselt,10,5826–5826,Boxmeer,Noord-Brabant
,Hersend,7,5258–5258,Sint-Michielsgestel,Noord-Brabant
,Hert,4,5991–5991,Peel en Maas,Limburg
,Herveld-Noord,13,6674–6674,Overbetuwe,Gelderland
,Herveld-Zuid,12,6674–6674,Overbetuwe,Gelderland
,Herxen,6,8131–8131,Olst-Wijhe,Overijssel
,Hesens,6,9023–9023,Leeuwarden,Fryslân
,Hespelaar,9,4911–4911,Oosterhout,Noord-Brabant
,Hessum,6,7722–7722,Dalfsen,Overijssel
,Heugde,6,6085–6085,Leudal,Limburg
,Heukelom,8,5851–5851,Bergen,Limburg
,De Heul,7,3998–3998,Houten,Utrecht
,Heult,5,5283–5283,Boxtel,Noord-Brabant
,Heure,5,7271–7271,Berkelland,Gelderland
,Heurne,6,7095–7095,Aalten,Gelderland
,Heurne,6,7261–7261,Berkelland,Gelderland
,De Heuvel,9,4112–4112,Buren,Gelderland
,De Heuvel,9,5581–5581,Waalre,Noord-Brabant
,Heuvel,6,5528–5528,Bladel,Noord-Brabant
,Heuvel,6,5556–5556,Valkenswaard,Noord-Brabant
,Heuvel,6,5463–5463,Meierijstad,Noord-Brabant
,Heuvelberg,10,5469–5469,Meierijstad,Noord-Brabant
,De Heuvels,10,8278–8278,Kampen,Overijssel
,Heuvelstraat,12,5066–5066,Oisterwijk,Noord-Brabant
,Heuveltje,9,5056–5056,Tilburg,Noord-Brabant
,Heuven,6,7061–7061,Oude IJsselstreek,Gelderland
,Hexel,5,7441–7441,Hellendoorn,Overijssel
,Hezelaar,8,5298–5298,Boxtel,Noord-Brabant
,Hezelaar,8,5271–5271,Sint-Michielsgestel,Noord-Brabant
,Hien,4,6669–6669,Neder-Betuwe,Gelderland
,Hijkersmilde,12,9422–9422,Midden-Drenthe,Drenthe
,Hilakker,8,5761–5761,Gemert-Bakel,Noord-Brabant
,Hild,4,5066–5066,Oisterwijk,Noord-Brabant
,Hill,4,4269–4269,Altena,Noord-Brabant
,Hilleshagen,11,6281–6281,Gulpen-Wittem,Limburg
,De Hilte,8,9511–9511,Aa en Hunze,Drenthe
,Hilversumse Meent,17,1218–1218,Hilversum,Noord-Holland
,"Himert /Hemert",15,8742–8742,Súdwest-Fryslân,Fryslân
,Hingen,6,6101–6101,Echt-Susteren,Limburg
,Hintham,7,5246–5246,'s-Hertogenbosch,Noord-Brabant
,Hitsertse Kade,14,3284–3284,Hoeksche Waard,Zuid-Holland
,Ho(o)gebiezen (?),17,5465–5465,Meierijstad,Noord-Brabant
,Hobbelrade,10,6176–6176,Beek,Limburg
,Hodenpijl,9,2636–2636,Midden-Delfland,Zuid-Holland
,De Hoef,7,5525–5525,Eersel,Noord-Brabant
,De Hoef,7,5454–5454,Mill en Sint Hubert,Noord-Brabant
,De Hoef,7,5096–5096,Reusel-De Mierden,Noord-Brabant
,De Hoef,7,5712–5712,Someren,Noord-Brabant
,De Hoef,7,4254–4254,Altena,Noord-Brabant
,Den Hoef,8,6634–6634,Wijchen,Gelderland
,Hoef,4,3882–3882,Putten,Gelderland
,Hoefkens,8,5411–5411,Landerd,Noord-Brabant
,De Hoek,7,5541–5541,Reusel-De Mierden,Noord-Brabant
,Den Hoek,8,5845–5845,Sint Anthonis,Noord-Brabant
,Hoek,4,6645–6645,Beuningen,Gelderland
,Hoek,4,9086–9086,Leeuwarden,Fryslân
,Hoek,4,6088–6088,Leudal,Limburg
,Hoek,4,5275–5275,Sint-Michielsgestel,Noord-Brabant
,Hoek,4,5556–5556,Valkenswaard,Noord-Brabant
,Hoek,4,5469–5469,Meierijstad,Noord-Brabant
,Hoek van de Dijk,16,4543–4543,Terneuzen,Zeeland
,Hoekdries,9,5511–5511,Eersel,Noord-Brabant
,Hoekeinde,9,4254–4254,Altena,Noord-Brabant
,Hoekelum,8,6721–6721,Ede,Gelderland
,Hoekens,7,8737–8737,Súdwest-Fryslân,Fryslân
,'t Hoekje,9,4566–4566,Hulst,Zeeland
,Hoekje,6,9843–9843,Westerkwartier,Groningen
,'t Hoekske,10,5056–5056,Tilburg,Noord-Brabant
,Het Hoekske,11,4715–4715,Rucphen,Noord-Brabant
,Hoekske,7,4782–4782,Moerdijk,Noord-Brabant
,Hoeksmeer,9,9918–9918,Loppersum,Groningen
,Hoenkoop,8,3421–3421,Oudewater,Utrecht
,Hoetmansmeer,12,9663–9663,Pekela,Groningen
,Hoeve,5,6176–6176,Beek,Limburg
,Hoeve,5,6644–6644,Beuningen,Gelderland
,Hoeve,5,6851–6851,Lingewaard,Gelderland
,Hoeve,5,5556–5556,Valkenswaard,Noord-Brabant
,De Hoeven,9,5254–5254,Heusden,Noord-Brabant
,Hoeven,6,5763–5763,Gemert-Bakel,Noord-Brabant
,Hoeven,6,6035–6035,Nederweert,Limburg
,Hoeven,6,5446–5446,Sint Anthonis,Noord-Brabant
,Hoeves,6,5482–5482,Meierijstad,Noord-Brabant
,Hoevestein,10,4725–4725,Roosendaal,Noord-Brabant
,'t Hof,6,5737–5737,Laarbeek,Noord-Brabant
,Hof,3,5768–5768,Peel en Maas,Limburg
,'t Hof (?),10,6611–6611,Heumen,Gelderland
,'t Hof (?),10,6611–6611,Heumen,Gelderland
,Hoge Enk,8,8085–8085,Elburg,Gelderland
,Hoge Linthorst,14,7958–7958,De Wolden,Drenthe
,Hogebrug,8,3465–3465,Bodegraven-Reeuwijk,Zuid-Holland
,De Hogert,9,5293–5293,Sint-Michielsgestel,Noord-Brabant
,Hogeveen,8,2731–2731,Alphen aan den Rijn,Zuid-Holland
,Hogeweg,7,8278–8278,Kampen,Overijssel
,Holk,4,3861–3861,Nijkerk,Gelderland
,Holkerveen,10,3864–3864,Nijkerk,Gelderland
,Hollander,9,6093–6093,Leudal,Limburg
,Hollandsdiep,12,4709–4709,Roosendaal,Noord-Brabant
,Hollenberg,10,7121–7121,Aalten,Gelderland
,Hollevoeterbrug,15,2752–2752,Zuidplas,Zuid-Holland
,De Holm,7,9356–9356,Westerkwartier,Groningen
,Holset,6,6295–6295,Vaals,Limburg
,Holst,5,6061–6061,Roerdalen,Limburg
,Holt,4,7722–7722,Dalfsen,Overijssel
,Holte,5,9591–9591,Stadskanaal,Groningen
,Holten,6,8061–8061,Zwartewaterland,Overijssel
,Holterhoek,10,7152–7152,Berkelland,Gelderland
,Holthe,6,9411–9411,Midden-Drenthe,Drenthe
,Holthuizen,10,6942–6942,Montferland,Gelderland
,Holthuizen,10,6909–6909,Zevenaar,Gelderland
,Holtien,7,7991–7991,Westerveld,Drenthe
,Holtinge,8,7975–7975,Westerveld,Drenthe
,Holtland,8,7991–7991,Westerveld,Drenthe
,Holwinde,8,9981–9981,Het Hogeland,Groningen
,Holysloot,9,1028–1028,Amsterdam,Noord-Holland
,Homberg,7,5973–5973,Horst aan de Maas,Limburg
,Hommelse Hoeven,15,5473–5473,Bernheze,Noord-Brabant
,Hommert,7,6361–6361,Beekdaelen,Limburg
,Hommert,7,6436–6436,Beekdaelen,Limburg
,Honderd,7,9987–9987,Loppersum,Groningen
,Hondseind,9,5131–5131,Alphen-Chaam,Noord-Brabant
,Hondsrug,8,6422–6422,Heerlen,Limburg
,Honesch,7,7481–7481,Haaksbergen,Overijssel
,Hongerige Wolf,14,9684–9684,Oldambt,Groningen
,Honswijk,8,3999–3999,Houten,Utrecht
,Honthem,7,6269–6269,Eijsden-Margraten,Limburg
,Hoog Baarlo,11,7352–7352,Ede,Gelderland
,Hoog Buurlo,11,7348–7348,Apeldoorn,Gelderland
,Hoog Kana,9,4031–4031,Buren,Gelderland
,Hoog Spul,9,5081–5081,Hilvarenbeek,Noord-Brabant
,Hoog Zuthem,11,8013–8013,Zwolle,Overijssel
,Hoog-Caestert,13,6245–6245,Eijsden-Margraten,Limburg
,Hoogbroek,9,4054–4054,Neder-Betuwe,Gelderland
,Hoogbroek,9,6603–6603,Wijchen,Gelderland
,Hoogcasteren,12,5528–5528,Bladel,Noord-Brabant
,Hoogcruts,9,6255–6255,Eijsden-Margraten,Limburg
,Hooge Aard,10,5126–5126,Gilze en Rijen,Noord-Brabant
,Hooge Berkt,11,5571–5571,Bergeijk,Noord-Brabant
,Hooge Heide,11,5374–5374,Landerd,Noord-Brabant
,De Hooge Wegen,14,8111–8111,Raalte,Overijssel
,Hooge Wijst,11,5384–5384,Bernheze,Noord-Brabant
,Hoogedijk,9,4542–4542,Terneuzen,Zeeland
,"Hoogeduurswoude /Heech-Duerswâld",33,8431–8431,Ooststellingwerf,Fryslân
,Hoogehaar,9,7751–7751,Coevorden,Drenthe
,Hoogeind,8,5111–5111,Baarle-Nassau,Noord-Brabant
,Hoogeind,8,5447–5447,Boxmeer,Noord-Brabant
,Hoogeind,8,5441–5441,Boxmeer,Noord-Brabant
,Hoogeind,8,5085–5085,Hilvarenbeek,Noord-Brabant
,Hoogeind,8,4143–4143,Vijfheerenlanden,Utrecht
,Hoogeind,8,5091–5091,Oirschot,Noord-Brabant
,Hoogelande,10,4364–4364,Veere,Zeeland
,Hoogen-Aarle,12,5425–5425,Gemert-Bakel,Noord-Brabant
,Hoogengraven,12,7737–7737,Ommen,Overijssel
,Hoogeweg,8,4513–4513,Sluis,Zeeland
,Hooghout,8,5074–5074,Haaren,Noord-Brabant
,Hoogkerk,8,9744–9745,Groningen,Groningen
,Hoogmeien,9,4033–4033,Buren,Gelderland
,Hoogriebroek,12,5809–5809,Venray,Limburg
,Hoogstraat,10,5521–5521,Eersel,Noord-Brabant
